,P-ASP Date,Building / Address,Floor,Unit,GFA (ft??),SA (ft??),Leased / Sold,Price(HK$),Price/ft2(GFA),Price/ft2(SA),Source
464,4/11/2021,Lam Tin??SCENEWAY GDN BLK 11                     ,28,         A,783,614,Leased ,"20,600",@26,@34,CENTURY 21 HOME-LY PROPERTY AGENCY                    
465,4/11/2021,Yau Tong??LAGUNA CITY PH 01 BLK 04                ,24,         F,639,517,Leased ,"16,000",@25,@31,CENTURY 21 HOME-LY PROPERTY AGENCY                    
466,4/11/2021,Tseung Kwan O??METRO CITY PH 01 TWR 04,H,H,906,698,Leased ,"24,000",@26,@34,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
467,3/11/2021,Yau Tong??LAGUNA CITY PH 02 BLK 27                ,21,         F,639,517,Leased ,"17,000",@27,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
468,3/11/2021,Tseung Kwan O??TONG MING COURT BLK C (HOS),M,15,575,429,Leased ,"13,800",@24,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
469,3/11/2021,Tseung Kwan O??FINERY PARK BLK 02,H,C,757,556,Leased ,"16,300",@22,@29,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
470,3/11/2021,Aberdeen??KIN FAI BLDG                            ,H,         F,359,287,Leased ,"11,000",@31,@38,GOOD PROFIT PROPERTY AGENCY                           
471,3/11/2021,Aberdeen??ON FAI BLDG                             ,H,         E,361,293,Leased ,"11,600",@32,@40,GOOD PROFIT PROPERTY AGENCY                           
472,3/11/2021,Tseung Kwan O??METRO CITY PH 01 TWR 01,H,F,511,364,Leased ,"15,000",@29,@41,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
473,3/11/2021,Tseung Kwan O??ALTO RESIDENCES TWR 05,L,H,,388,Leased ,"16,500",,@43,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
474,2/11/2021,Tseung Kwan O??WELL ON SHOPPING ARCADE,L,,174,,Leased ,"5,800",@33,,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
475,1/11/2021,Tseung Kwan O??FINERY PARK BLK 02,H,E,577,420,Leased ,"14,000",@24,@33,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
476,1/11/2021,Tseung Kwan O??METRO CITY PH 02 TWR 07,M,H,750,538,Leased ,"19,000",@25,@35,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
477,31/10/2021,Yau Tong??LAGUNA CITY PH 02 BLK 28                ,7,         F,639,517,Leased ,"16,900",@26,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
478,31/10/2021,Aberdeen??HIP SING MAN                            ,H,         B,601,425,Leased ,"14,400",@24,@34,GOOD PROFIT PROPERTY AGENCY                           
479,31/10/2021,Tseung Kwan O??VERBENA HTS BLK 01 (FSS),L,G,541,407,Leased ,"13,000",@24,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
480,31/10/2021,Aberdeen??YEN CHING BLDG                          ,H,         A,352,267,Leased ,"12,000",@34,@45,GOOD PROFIT PROPERTY AGENCY                           
481,30/10/2021,Lam Tin??SCENEWAY GDN BLK 11                     ,22,         E,910,720,Leased ,"25,000",@27,@35,CENTURY 21 HOME-LY PROPERTY AGENCY                    
482,30/10/2021,Yau Tong??LAGUNA CITY PH 04 BLK 11                ,15,         D,863,687,Leased ,"24,000",@28,@35,CENTURY 21 HOME-LY PROPERTY AGENCY                    
483,29/10/2021,Aberdeen??FULL JADE MAN                           ,M,         B,342,236,Leased ,"10,800",@32,@46,GOOD PROFIT PROPERTY AGENCY                           
484,27/10/2021,Aberdeen??ABBA HSE BLK B                          ,??????,4,444,325,Leased ,"13,100",@30,@40,GOOD PROFIT PROPERTY AGENCY                           
485,27/10/2021,Aberdeen??ABERDEEN CTR BLK D HOI WU COURT         ,L,6,526,432,Leased ,"16,000",@30,@37,GOOD PROFIT PROPERTY AGENCY                           
486,27/10/2021,Aberdeen??ABERDEEN CTR BLK G KONG CHEUNG COURT    ,H,4,668,559,Leased ,"18,500",@28,@33,GOOD PROFIT PROPERTY AGENCY                           
487,27/10/2021,Aberdeen??COMFORT CTR                             ,H,         C,504,375,Leased ,"16,700",@33,@45,GOOD PROFIT PROPERTY AGENCY                           
488,26/10/2021,Yau Tong??LAGUNA CITY PH 03 BLK 34                ,25,         C,669,522,Leased ,"17,000",@25,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
489,25/10/2021,Yau Tong??LAGUNA CITY PH 02 BLK 31                ,15,         G,639,517,Leased ,"17,000",@27,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
490,25/10/2021,Aberdeen??YEN CHING BLDG                          ,L,         A,352,267,Leased ,"11,300",@32,@42,GOOD PROFIT PROPERTY AGENCY                           
491,25/10/2021,Tseung Kwan O??PINNACLE BLK 03 (SCHS),L,A,568,452,Leased ,"14,500",@26,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
492,24/10/2021,Tseung Kwan O??ON NING GDN BLK 03 (PSPS),H,C,510,431,Leased ,"14,000",@27,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
493,23/10/2021,Yau Tong??LAGUNA CITY PH 03 BLK 34                ,27,         D,857,687,Leased ,"25,000",@29,@36,CENTURY 21 HOME-LY PROPERTY AGENCY                    
494,23/10/2021,Yau Tong??LAGUNA CITY PH 01 BLK 16                ,15,         G,639,517,Leased ,"16,800",@26,@32,CENTURY 21 HOME-LY PROPERTY AGENCY                    
495,22/10/2021,Yau Tong??LAGUNA CITY PH 02 BLK 30                ,15,         G,639,517,Leased ,"16,000",@25,@31,CENTURY 21 HOME-LY PROPERTY AGENCY                    
496,22/10/2021,Tseung Kwan O??METRO CITY PH 03 THE METROPOLIS TWR 01,M,A,644,470,Leased ,"16,800",@26,@36,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
497,22/10/2021,Tseung Kwan O??METRO TOWN PH 01 BLK 02,H,E,657,487,Leased ,"17,000",@26,@35,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
498,21/10/2021,Yau Tong??LAGUNA CITY PH 01 BLK 05                ,4,         C,639,517,Leased ,"16,500",@26,@32,CENTURY 21 HOME-LY PROPERTY AGENCY                    
499,21/10/2021,Yau Tong??LAGUNA CITY PH 02 BLK 25                ,25,         A,932,748,Leased ,"22,000",@24,@29,CENTURY 21 HOME-LY PROPERTY AGENCY                    
500,21/10/2021,Tseung Kwan O??KWONG MING COURT PH 01 BLK C (HOS),M,11,799,597,Leased ,"16,500",@21,@28,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
501,21/10/2021,Tseung Kwan O??OCEAN WINGS TWR 06B,L,A,,580,Leased ,"21,800",,@38,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
502,20/10/2021,Tseung Kwan O??WELL ON GDN BLK 03,M,D,489,354,Leased ,"13,800",@28,@39,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
503,20/10/2021,Aberdeen??SZE HEI BLDG                            ,L,         C,400,316,Leased ,"10,000",@25,@32,GOOD PROFIT PROPERTY AGENCY                           
504,19/10/2021,Aberdeen??COBLE COURT                             ,H,         C,319,265,Leased ,"12,500",@39,@47,GOOD PROFIT PROPERTY AGENCY                           
505,19/10/2021,Tseung Kwan O??BAUHINIA GDN,L,??????,,,Leased ,"3,200",,,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
506,19/10/2021,Tseung Kwan O??GRANDIOSE BLK 02,H,E,592,440,Leased ,"16,500",@28,@38,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
507,19/10/2021,Tseung Kwan O??RADIANT TWRS BLK 01 (SCHS),H,H,782,601,Leased ,"19,000",@24,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
508,19/10/2021,Tseung Kwan O??METRO CITY PH 02 TWR 07,M,B,515,363,Leased ,"14,500",@28,@40,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
509,18/10/2021,Yau Tong??LAGUNA CITY PH 04 LAGUNA COVE BLK 21    ,8,         D,863,687,Leased ,"19,500",@23,@28,CENTURY 21 HOME-LY PROPERTY AGENCY                    
510,18/10/2021,Yau Tong??LAGUNA CITY PH 01 BLK 17                ,8,         G,639,517,Leased ,"16,000",@25,@31,CENTURY 21 HOME-LY PROPERTY AGENCY                    
511,18/10/2021,Yau Tong??LAGUNA CITY PH 03 BLK 33                ,10,         H,937,748,Leased ,"23,000",@25,@31,CENTURY 21 HOME-LY PROPERTY AGENCY                    
512,18/10/2021,Aberdeen??BILLION COURT                           ,H,         F,460,370,Leased ,"15,500",@34,@42,GOOD PROFIT PROPERTY AGENCY                           
513,18/10/2021,Aberdeen??ABERDEEN CTR BLK E KONG FU COURT        ,H,5,668,559,Leased ,"18,800",@28,@34,GOOD PROFIT PROPERTY AGENCY                           
514,18/10/2021,Tseung Kwan O??MONTEREY TWR 01,L,G,,577,Leased ,"23,800",,@41,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
515,17/10/2021,Yau Tong??LAGUNA CITY PH 01 BLK 06                ,8,         F,639,517,Leased ,"17,000",@27,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
516,17/10/2021,Tseung Kwan O??FINERY PARK BLK 02,M,G,718,527,Leased ,"18,000",@25,@34,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
517,17/10/2021,Tseung Kwan O??METRO CITY PH 01 TWR 04,L,F,909,701,Leased ,"20,000",@22,@29,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
518,17/10/2021,Aberdeen??SOUTH COAST                             ,H,         C,,254,Leased ,"14,500",,@57,GOOD PROFIT PROPERTY AGENCY                           
519,16/10/2021,Yau Tong??LAGUNA CITY PH 01 BLK 16                ,3,         H,932,748,Leased ,"20,000",@21,@27,CENTURY 21 HOME-LY PROPERTY AGENCY                    
520,16/10/2021,Aberdeen??MARINA HABITAT BLK 01 (SCHS)            ,H,         B,559,427,Leased ,"16,000",@29,@37,GOOD PROFIT PROPERTY AGENCY                           
521,15/10/2021,Aberdeen??TIN WAN COURT                           ,L,         A,820,560,Leased ,"17,600",@21,@31,GOOD PROFIT PROPERTY AGENCY                           
522,15/10/2021,Wong Chuk Hang??GRANDVIEW GDN BLK 01                    ,L,         B,476,354,Leased ,"12,500",@26,@35,GOOD PROFIT PROPERTY AGENCY                           
523,15/10/2021,Aberdeen??ABERDEEN CTR BLK A HOI CHUN COURT       ,H,2,529,438,Leased ,"15,800",@30,@36,GOOD PROFIT PROPERTY AGENCY                           
524,14/10/2021,Yau Tong??LAGUNA CITY PH 02 BLK 30                ,24,         E,857,687,Leased ,"21,500",@25,@31,CENTURY 21 HOME-LY PROPERTY AGENCY                    
525,14/10/2021,Yau Tong??LAGUNA CITY PH 04 BLK 22                ,25,         C,644,517,Leased ,"18,000",@28,@35,CENTURY 21 HOME-LY PROPERTY AGENCY                    
526,14/10/2021,Tseung Kwan O??GRANDIOSE BLK 01,H,B,892,666,Leased ,"22,500",@25,@34,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
527,14/10/2021,Tseung Kwan O??METRO CITY PH 02 TWR 01,M,C,515,363,Leased ,"15,000",@29,@41,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
528,13/10/2021,Lam Tin??SCENEWAY GDN BLK 15                     ,3,         D,783,614,Leased ,"19,000",@24,@31,CENTURY 21 HOME-LY PROPERTY AGENCY                    
529,13/10/2021,Aberdeen??SOUTH COAST                             ,H,         F,,214,Leased ,"10,000",,@47,GOOD PROFIT PROPERTY AGENCY                           
530,13/10/2021,Tseung Kwan O??SERENITY PLACE BLK 03,H,F,647,503,Leased ,"14,500",@22,@29,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
531,12/10/2021,Yau Tong??LAGUNA CITY PH 04 BLK 09                ,13,         G,639,517,Leased ,"15,000",@23,@29,CENTURY 21 HOME-LY PROPERTY AGENCY                    
532,12/10/2021,Yau Tong??LAGUNA CITY PH 03 BLK 33                ,16,         F,644,517,Leased ,"15,000",@23,@29,CENTURY 21 HOME-LY PROPERTY AGENCY                    
533,11/10/2021,Tseung Kwan O??LOHAS PARK PH 06 LP6 TWR 03,H,C,,425,Leased ,"16,500",,@39,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
534,11/10/2021,Tseung Kwan O??METRO CITY PH 01 TWR 01,L,D,584,420,Leased ,"16,500",@28,@39,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
535,10/10/2021,Yau Tong??LAGUNA CITY PH 03 BLK 37                ,12,         C,644,517,Leased ,"17,500",@27,@34,CENTURY 21 HOME-LY PROPERTY AGENCY                    
536,10/10/2021,Tseung Kwan O??METRO CITY PH 03 THE METROPOLIS TWR 01,M,A,,,Leased ,"16,300",,,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
537,10/10/2021,Tseung Kwan O??PO LAM EST BLK 02 PO TAI HSE,L,8,,381,Leased ,"11,800",,@31,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
538,10/10/2021,Tseung Kwan O??METRO CITY PH 01 TWR 01,H,C,511,364,Leased ,"14,000",@27,@38,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
539,10/10/2021,Tseung Kwan O??WELL ON GDN BLK 03,H,D,489,354,Leased ,"14,000",@29,@40,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
540,10/10/2021,Tseung Kwan O??BAUHINIA GDN TWR 03 (PSPS),M,G,568,484,Leased ,"15,300",@27,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
541,10/10/2021,Tseung Kwan O??THE WINGS II TWR 02B,L,C,,,Leased ,"26,000",,,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
542,10/10/2021,Aberdeen??ON TAI BLDG                             ,H,         B,408,291,Leased ,"12,500",@31,@43,GOOD PROFIT PROPERTY AGENCY                           
543,10/10/2021,Tseung Kwan O??METRO CITY PH 01 TWR 06,M,D,724,526,Leased ,"18,200",@25,@35,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
544,10/10/2021,Tseung Kwan O??WELL ON GDN BLK 02,H,E,488,354,Leased ,"13,800",@28,@39,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
545,10/10/2021,Tseung Kwan O??WELL ON GDN BLK 01,M,G,688,502,Leased ,"15,000",@22,@30,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
546,8/10/2021,Aberdeen??YUE ON COURT BLK A (HOS)                ,H,6,575,469,Leased ,"16,000",@28,@34,GOOD PROFIT PROPERTY AGENCY                           
547,8/10/2021,Tseung Kwan O??EAST POINT CITY BLK 03,M,F,592,466,Leased ,"17,500",@30,@38,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
548,8/10/2021,Aberdeen??ON TAI BLDG                             ,H,         C,384,273,Leased ,"12,800",@33,@47,GOOD PROFIT PROPERTY AGENCY                           
549,7/10/2021,Tseung Kwan O??OSCAR BY THE SEA BLK 02,H,C,998,766,Leased ,"21,800",@22,@28,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
550,7/10/2021,Tseung Kwan O??OSCAR BY THE SEA BLK 07,H,F,695,523,Leased ,"16,500",@24,@32,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
551,7/10/2021,Tseung Kwan O??WELL ON GDN BLK 01,H,E,474,351,Leased ,"13,800",@29,@39,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
552,6/10/2021,Yau Tong??LAGUNA CITY PH 01 BLK 08                ,13,         D,857,687,Leased ,"22,500",@26,@33,CENTURY 21 HOME-LY PROPERTY AGENCY                    
553,6/10/2021,Yau Tong??LAGUNA CITY PH 03 BLK 37                ,15,         B,644,517,Leased ,"16,300",@25,@32,CENTURY 21 HOME-LY PROPERTY AGENCY                    
554,6/10/2021,Tseung Kwan O??BEVERLY GDN,L,??????,,,Leased ,"3,200",,,Century 21 (Tseung Kwan O)
555,5/10/2021,Tseung Kwan O??METRO CITY PH 01 TWR 02,H,B,510,364,Leased ,"15,000",@29,@41,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
556,5/10/2021,Tseung Kwan O??BEVERLY GDN PH 02 BLK 09 (PSPS),L,J,566,484,Leased ,"14,500",@26,@30,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
557,5/10/2021,Tseung Kwan O??THE BEAUMOUNT TWR 06,H,C,661,501,Leased ,"15,500",@23,@31,CENTURY 21 PROPERTY AGENCY (Tseung Kwan O)
558,5/10/2021,Aberdeen??JADEWATER                               ,??????,         C,747,519,Leased ,"21,000",@28,@40,GOOD PROFIT PROPERTY AGENCY                           
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
